idap_line,alarm_name,alarm_def_id,what_fixed_it,classification,derived_tier,occurrence_count,total_downtime_mins,avg_downtime_mins,distinct_days_affected,first_occurrence,last_occurrence,maximo_cm_count,top_assetnum,top_asset_location,top_failure_code,top_failure_code_desc,sample_wo_descriptions,frequency_tier,last_wo_date,days_since_last_wo,last_wonum,last_wo_description,last_wo_worktype,last_wo_assetnum,last_wo_asset_location,last_wo_failurecode,work_performed,root_cause
A2,A2 Zone 2 Paused,7786,null,null,TIER 2 - Critical Active,45991,81271.8,1.8,332,2025-07-08 17:28:11,2026-07-08 15:30:58,1187,K323502,IC0150A2AMODULEA,ASSY,Assembly Equipment,A1 CARTON SKEW | A1 GLUE FACEPLATE REPLACMENT | A1 LIT FEEDER 2 PRESENCE AND RE-PHASING D822862M,CRITICAL - Daily or more,2026-07-08T04:50:00.000Z,0,28126550,A2 LVC REJECTING FOR LINE 1 AND LINE 2,CM,K372068,IC0150A2LVC,PACK0010,null,null
A5,C17 F063 Cap Fdr 2 C14 Delvry Eject Cyl 2 Not In Work Pos A064698-548A,1514,null,null,TIER 3 - High Active,214,220.4,1.0,59,2025-07-29 08:14:02,2026-07-08 00:44:38,117,K407186,IC0150A5EMODULEE,PACK,Packaging Equipment,A2 casepacker not pulling cases | A5 - Labeler - Feed Screw Jams | A5 - Labeler - Skewed Labels,HIGH - Multiple per week,2026-07-07T20:54:33.000Z,1,28126356,A5 STACKER AXIS FAULTS,CM,K407186,IC0150A5EMODULEE,PACK,ADJUST THE WIDTH OF THE CARTON LUG CHAIN TO REMOVE SKEW ON THE CARTONS.,:
A1,C4F4 Cart Ld Crwdr Nest 2L Part Pres,640,null,null,TIER 3 - High Active,228,218.7,1.0,59,2025-07-26 13:14:59,2026-06-20 19:44:48,85,K291051,IC0150A1B201WALKBEAMCHAS,ASSY,Assembly Equipment,A1 - Cartoner - LVC Camera No Reads | A1 - Labeler - Vision Adjustment | A1 - Main Machine - DSSA Loader Won't Reset,HIGH - Multiple per week,2026-06-20T22:26:14.000Z,18,28016201,A1 CAP FEEDER 1 CAPS JAMMING AT LOWER ROTATE D982466A,CM,K291079,IC0150A1BKOBER,PACK0002,null,null
A5,C16 F076 Cap Fdr 1 Trk 3 Prt Separated A064697-529,1521,null,null,TIER 3 - High Active,302,218.4,0.7,148,2025-07-09 02:26:53,2026-07-08 12:42:58,253,K407153,IC0150A5CFEEDSCREWOUT,PACK,Packaging Equipment,A2 cartoner having skew issues | A2 cartridge load 2D left bank not picking | A5 - Cartoner - LVC No Reads,HIGH - Multiple per week,2026-07-08T09:12:44.000Z,0,28128327,A5 PEN ASSEMBLY MAIN MACHINE/ CRTRIDGE TRAY INFEED ROLLER REPLACEMENT/ D957016D,CM,K407081,IC0150A5BMODULEB,ASSY,null,null
A5,SEV6 fault guard 4 is open (021-B4),2676,null,null,TIER 4 - Low / Monitor,39,218.2,5.6,36,2025-07-19 03:46:15,2026-06-30 01:08:37,46,K407105,IC0150A5B270GLUEDISPCK,PACK,Packaging Equipment,A5 - Cartoner - Lit Feeder #1 - No Reads | A5 - Labeler - Firing Position | A5 - Labeler - Skewed Labels,LOW - Less than weekly,2026-06-29T23:13:13.000Z,9,28045595,A5 CBI NEST 3 HIGH REJECT RATE D924673C,CM,K407081,IC0150A5BMODULEB,ASSY,REPLACED LIGHT GUIDE PIPE,UNKNOWN
A2,C5F45 DSSA Ld Pall Pres At Que,1134,null,null,TIER 2 - Critical Active,569,218.0,0.4,154,2025-07-09 00:25:01,2026-07-08 10:31:15,262,K323560,IC0150A2ADSSAFLIPLOAD,ASSY,Assembly Equipment,A2 - Cartoner - Carton Critical Sensor Wouldn't Read | A2 - Cartoner - Carton Forming Issues | A2 - Cartoner - Carton Reject Arm Issue,CRITICAL - Daily or more,2026-07-07T01:50:25.000Z,1,28116794,A2 CARTON SKEW/FORMING D910547H,CM,K323506,IC0150A2EMODULEE,PACK,"ADJUSTED CAM 32 CARTON FORMING  DOWN DEGREE FROM 200 TO 180, ADJUSTED UPPER SKEW BELTS",UNKNOWN
A2,C5F44 DSSA Ld Trail Pall Clear,1132,null,null,TIER 2 - Critical Active,390,217.3,0.6,159,2025-07-09 10:55:45,2026-06-16 20:43:27,223,K323560,IC0150A2ADSSAFLIPLOAD,ASSY,Assembly Equipment,A1 CARTON SKEW | A2  RECONCILER FAULT | A2 - Cartoner - Check Weigher Domino Monitor,CRITICAL - Daily or more,2026-06-16T22:36:34.000Z,22,27996083,A2 CASEPACKER STOP BUTTON REPLACEMENT,CM,K323752,IC0150A2HHMI,AUTOMAT,REPLACED STOP BUTTON,UNKNOWN
A5,C21 F018 Flip Xfer Exit Profile Gate Ok A064704-500A,1360,null,null,TIER 3 - High Active,173,217.0,1.3,84,2025-07-13 00:38:14,2026-06-14 11:11:13,167,K407105,IC0150A5B270GLUEDISPCK,ASSY,Assembly Equipment,A1 CASE FORMING ISSUE | A2 cartridge load 2D left bank not picking | A5 - Cartoner - Broken Conveyor Divider,HIGH - Multiple per week,2026-06-04T07:49:15.000Z,34,27926932,"A5 CARTONER, MINOR FLAP FOLDING IN",CM,K407186,IC0150A5EMODULEE,PACK,ADJUSTED THE BOTTOM RAILING DOWN TO CLEAR THE MINOR FLAP ,NA
A2,C30F30 Puck Conv Main Enc Rght No Puck Fail,1167,null,null,TIER 3 - High Active,135,216.4,1.6,75,2025-07-12 10:54:02,2026-07-04 00:36:43,103,K323504,IC0150A2CMODULEC,ASSY,Assembly Equipment,A2 - Cartoner - Check Weigher Domino Monitor | A2 - Cartoner - Skew Adjustment | A2 - Case Packer - Case Jam,HIGH - Multiple per week,2026-07-04T02:57:25.000Z,4,28101292,A2 ACCUMULATION TABLE JAMS D934030A,CM,K323833,IC0150A2FIFOPUCKACC1,ASSY,SHUT DOWN THE CONVEYOR SYSTEM AND REALIGNED THE BELT ,UNKNOWN
A5,SEV4 Case not folded correctly (160-B3) sensor erecting or infeed station is not covered,2717,null,null,TIER 3 - High Active,132,215.5,1.6,68,2025-07-08 16:34:17,2026-07-08 05:17:37,152,K407156,IC0150A5CMODULEC,PACK,Packaging Equipment,A% final cure belt motor and gear box D743385A | A2 BACK BANK ON 2D GANTRY LOOSE | A5  / PEN LABELER / DAMAGED CARTON FEEDER SUCTION CUPS (D904592C),HIGH - Multiple per week,2026-07-08T09:12:44.000Z,0,28128327,A5 PEN ASSEMBLY MAIN MACHINE/ CRTRIDGE TRAY INFEED ROLLER REPLACEMENT/ D957016D,CM,K407081,IC0150A5BMODULEB,ASSY,null,null
A1,C4F3 Cart Ld Crwdr Nest 2R Part Pres,582,null,null,TIER 3 - High Active,258,214.5,0.8,85,2025-07-23 08:01:02,2026-06-23 06:15:39,129,K291175,IC0150A1EMODULEE,ASSY,Assembly Equipment,A1 - Cartoner - Lit Feeder Actuator | A1 - Cartoner - Open Flap | A1 - Cartoner - Robot Belt Turned Off,HIGH - Multiple per week,2026-06-23T05:54:30.000Z,15,28022990,A1 HIGH REJECTS ON LVC CAMERA,CM,K372060,IC0150A1LVCVIS,VISN,null,null
A2,C14F27 DSSA Symbol Test Insrt Test Mstr,1067,null,null,TIER 3 - High Active,195,212.9,1.1,142,2025-07-08 18:03:51,2026-07-07 05:07:38,316,K323506,IC0150A2EMODULEE,ASSY,Assembly Equipment,A2  HIGH REJECTS CAMERA 2 | A2  LABELER HIGH KICKOFF RATE CIRCLE SEARCH FAIL D881100F | A2 - Cartoner - LVC Camera No Read,HIGH - Multiple per week,2026-07-07T08:45:01.000Z,1,28123393,B150 A2 WAREHOUSE REINSTALL STOP BRACKET TO FLOOR,CM,null,IC0150A2,BUILDING,null,null
A5,C23 F025 CBI Auto Seq Fail A066917-500,1589,null,null,TIER 2 - Critical Active,693,211.5,0.3,183,2025-07-09 13:43:17,2026-07-07 16:39:27,340,K407186,IC0150A5EMODULEE,PACK,Packaging Equipment,"A2 DELIVERY EJECT CYLINDER NOT IN WORK POSITION | A2 FLIP TRANSFER, NEST 5 OVERLOADS | A2 LOOSE AIR HOSE CELL 26",CRITICAL - Daily or more,2026-07-05T15:12:53.000Z,3,28111814,A5 MODULE E LIT FEEDER 1 CARTONER / MISPICKING LIT FROM MAGAZINE (D957016D),CM,K407231,IC0150A5EFEEDER1,PACK,RAISED LOWER MAGAZINE RAILS AND ADJUSTED UPPER FEEDING ROLLERS,OUT OF ADJUSTMENT
A1,booklet 2  not rejected ,159,null,null,TIER 2 - Critical Active,501,211.0,0.4,121,2025-07-20 09:47:09,2026-06-22 16:14:32,250,K291188,IC0150A1EFEEDER1,PACK,Packaging Equipment,A1  CARTONER PRODUCT INTRODUCTION ALARMS D810436N | A1 - CAP FEEDER PEN ROTATOR ADJUSTMENT | A1 - Cartoner - Carton Forming Issues,CRITICAL - Daily or more,2026-06-18T07:40:58.000Z,20,28007923,"A1 CAP FEEDER, TRACK 1 UPPER ROTATOR JAMS",CM,K291079,IC0150A1BKOBER,PACK0002,null,null
A1,C6F41 DDS Tray Hndlr Rdy,691,null,null,TIER 2 - Critical Active,435,210.4,0.5,141,2025-07-21 10:48:05,2026-06-22 12:59:12,272,K291069,IC0150A1CMODULEC,ASSY,Assembly Equipment,A1  CARTONER PRODUCT INTRODUCTION ALARMS D810436N | A1 - Adjustment to Puck Conveyor Speed | A1 - CAP FEEDER PEN ROTATOR ADJUSTMENT,CRITICAL - Daily or more,2026-06-20T07:18:39.000Z,18,28015485,A1 MODULE B CARTRIDGE LOADING -- 3D RF overload and advance alarms (D982466A),CM,K291060,IC0150A1B280LOADCART,ASSY,null,null
A1,devicenet communication alarm ,144,null,null,TIER 2 - Critical Active,495,205.9,0.4,180,2025-07-19 03:21:28,2026-06-22 13:26:51,356,K291188,IC0150A1EFEEDER1,PACK,Packaging Equipment,A1  CARTONER PRODUCT INTRODUCTION ALARMS D810436N | A1 - Adjustment to Puck Conveyor Speed | A1 - CAP FEEDER PEN ROTATOR ADJUSTMENT,CRITICAL - Daily or more,2026-06-21T21:37:31.000Z,17,28017858,A1 BAD CARTON KICK OUTS D982466A,CM,K407468,IC0150A1EQOB,VISN,null,null
A2,C14F25 DSSA Vision Insp Auto Seq Fail,1033,null,null,TIER 2 - Critical Active,393,205.6,0.5,107,2025-07-21 00:55:06,2026-07-02 23:51:06,208,K323616,IC0150A2BGBDSSAPP,ASSY,Assembly Equipment,A1 CARTON SKEW | A2  2D Gantry  R3 Cartridge loader issues. | A2  HIGH REJECTS CAMERA 2,CRITICAL - Daily or more,2026-07-03T00:02:27.000Z,5,28096399,A2 PRODUCT INTRODUCTION FAULTS,CM,K323506,IC0150A2EMODULEE,PACK,ADJUST OVERHEAD RAIL HEIGHT FROM 24.0 TO 25.5. ADJUST BACKSTOP ON LIT FEEDER 3 TO GIVE MORE ROOM FOR THE LIT TO FALL INTO THE BUCKET,:
A2,Label Head 2 Door Fault,7636,null,null,TIER 4 - Low / Monitor,36,205.6,5.7,28,2025-07-11 02:58:49,2026-06-28 23:20:07,40,K323506,IC0150A2EMODULEE,ASSY,Assembly Equipment,A1 CARTON SKEW | A2 - Cartoner - Carton Forming Issues | A2 - Main Machine - Cap Found Near Cell 26,LOW - Less than weekly,2026-06-28T21:52:56.000Z,10,28042823,A2 TORN LIT AT CARTONER,CM,K323506,IC0150A2EMODULEE,PACK,OVERHEAD CARTON HEIGHT RAILS SET AT 24.5. CHANGED HEIGHT TO 26.0. ALSO ADJUSTED PUSHER BOX TO THE LEFT 1MM.,:
A1,Guard 2,197,null,null,TIER 4 - Low / Monitor,30,205.0,6.8,26,2025-07-21 06:26:31,2026-06-23 04:49:47,36,K291218,IC0150A1HMODULEH,PACK,Packaging Equipment,A1 - Adjustment to Puck Conveyor Speed | A1 - Cartoner - Glue Issues | A1 - Cartoner - Lit Feeder #2 Faults,LOW - Less than weekly,2026-06-23T05:54:30.000Z,15,28022990,A1 HIGH REJECTS ON LVC CAMERA,CM,K372060,IC0150A1LVCVIS,VISN,null,null
A1,C20F36  Press Cart Vfy Insrt Test Mstr,623,null,null,TIER 3 - Medium,69,203.6,3.0,62,2025-07-19 03:58:47,2026-06-23 02:31:18,112,K291175,IC0150A1EMODULEE,PACK,Packaging Equipment,A1 - Cartoner - Batch #D859830X - QOB Adjustments | A1 - Cartoner - Glue Issues | A1 - Cartoner - LVC Rejects,MEDIUM - Weekly,2026-06-23T05:54:30.000Z,15,28022990,A1 HIGH REJECTS ON LVC CAMERA,CM,K372060,IC0150A1LVCVIS,VISN,null,null
A5,SEV4 fault jam at the outward transfer conveyor (490-B2),2729,null,null,TIER 4 - Low / Monitor,50,203.2,4.1,36,2025-07-20 13:14:14,2026-05-21 01:54:06,76,K407186,IC0150A5EMODULEE,ASSY,Assembly Equipment,A2 cartridge load 2D left bank not picking | A5 - Cartoner - Pushers | A5 - Labeler - Firing Position Adjustment,LOW - Less than weekly,2026-04-14T18:50:17.000Z,85,27574997,A5 CAMERA 2 FAILING FOR PLUS,CM,K407150,IC0150A5CELECTRICAL1,ELEC,ADJUST PLUS SEARCH REGION SO THAT IT CAN ONLY FIND THE PLUC ON THE LABEL,TRYING TO ADJUST FOR BAD PRINT ON LABELS
A1,C6F43 DDS Tray Hndlr New Tray In Pos,699,null,null,TIER 3 - High Active,252,200.8,0.8,89,2025-07-21 14:39:05,2026-06-22 15:39:12,141,K291079,IC0150A1BKOBER,ASSY,Assembly Equipment,A1 - CAP FEEDER PEN ROTATOR ADJUSTMENT | A1 - Cartoner - Open Flaps | A1 - Case Packer - Case Forming Issue,HIGH - Multiple per week,2026-06-21T16:01:11.000Z,17,28017606,A1 DSSA TRAY FEEDER MAIN MACHINE STATION 210/ TRAY POSITION WRONG ORIENT / D982466A,CM,K291052,IC0150A1AMODULEA,ASSY,null,null
A2,C10F45 Chass Zone Grd Cart Ld Left Opn ,1054,null,null,TIER 3 - High Active,172,199.5,1.2,126,2025-07-14 02:42:48,2026-07-05 18:35:58,179,K323560,IC0150A2,ASSY,Assembly Equipment,A2  2D Gantry  R3 Cartridge loader issues. | A2  HIGH REJECTS CAMERA 2 | A2  LABELER HIGH KICKOFF RATE CIRCLE SEARCH FAIL D881100F,HIGH - Multiple per week,2026-07-05T19:38:57.000Z,3,28111877,A2 PUSHER SAFETIES D934030A,CM,K323506,IC0150A2EMODULEE,PACK,"ADJUSTED PUSHER CHUTE HEIGHT ACCORDINGLY, ADJUSTED CARTON RAIL HEIGHT FROM 25.5 TO 25",UNKNOWN
A2,C10F42 Chass Zone Grd Laser Mark Opn,967,null,null,TIER 4 - Low / Monitor,37,198.5,5.4,29,2025-07-09 03:54:52,2026-07-01 13:05:00,42,K293259,IC0150A2EQOB,PACK,Packaging Equipment,A2 - Cartoner - Lit Feeder Faults | A2 - Cartoner - Pushers | A2 - Case Packer - Case Magazine Fault,LOW - Less than weekly,2026-06-26T07:51:35.000Z,12,28037861,"A2 CARTONER, PRODUCT INTRODUCTION FAULTS",CM,K323506,IC0150A2EMODULEE,PACK,"  ADJUSTED FLAT RAIL AFTER TUCKER HIGHER TO ASSIST LIT INTO CARTON, ADJUSTED PUSHER CHUTE TO THE RIGHT TO KEEP IT AWAY FROM THE LEFT CORNER.",:
A2,C16F74 Cap Fdr1 Trk1 Sep Prt,7569,null,null,TIER 3 - High Active,323,198.3,0.6,152,2025-07-11 23:02:08,2026-07-08 15:12:43,226,K334766,IC0150A2B270GLUEDISPCK,ASSY,Assembly Equipment,A2  RECONCILER FAULT | A2  TRUNION BROKEN SHAFT | A2 - Cartoner - Carton Forming Issues,HIGH - Multiple per week,2026-07-07T22:28:34.000Z,1,28126391,A2 CARTRIDGE LOAD G2D CARTRIDGE STICKING IN GRIPPER,CM,K323589,IC0150A2B280LOADCART,ASSY,CLEAN THE 1L GRIPPER ON THE G2D,:
A1,C6F18 DSSA Ld G3D Auto Seq Fail,698,null,null,TIER 3 - High Active,326,196.7,0.6,93,2025-07-20 17:28:43,2026-06-22 13:01:24,144,K291175,IC0150A1EMODULEE,ASSY,Assembly Equipment,A1 - CAP FEEDER PEN ROTATOR ADJUSTMENT | A1 - Cartoner - Glue Issues | A1 - Cartoner - LVC Camera No Reads,HIGH - Multiple per week,2026-06-21T21:37:31.000Z,17,28017858,A1 BAD CARTON KICK OUTS D982466A,CM,K407468,IC0150A1EQOB,VISN,null,null
A1,C27F23  Puck Conv Feed Scrw Entry No Puck,549,null,null,TIER 4 - Low / Monitor,5,195.7,39.1,4,2026-04-12 22:09:31,2026-06-09 20:00:34,3,K291069,IC0150A1CMODULEC,ASSY,Assembly Equipment,"A1 CASEPACKER, UPPER INTRODUCTION PLATE MODIFICATION | A1 Labeler Crashes. | A1 ROBOT HEAD MISMATCH",LOW - Less than weekly,2026-06-04T21:48:00.000Z,34,27930723,A1 Labeler Crashes.,CM,K291069,IC0150A1CMODULEC,PACK0017,null,null
A1,C16F44 Cap Fdr 1 Part Delvry Rot Unit Sens Fail,630,null,null,TIER 2 - Critical Active,575,195.2,0.3,153,2025-07-19 22:53:39,2026-06-22 03:45:06,319,K291188,IC0150A1EFEEDER1,ASSY,Assembly Equipment,A1 - Adjustment to Puck Conveyor Speed | A1 - CAP FEEDER PEN ROTATOR ADJUSTMENT | A1 - Cartoner - Carton Forming Issues,CRITICAL - Daily or more,2026-06-21T21:37:31.000Z,17,28017858,A1 BAD CARTON KICK OUTS D982466A,CM,K407468,IC0150A1EQOB,VISN,null,null
A2,booklet 2  not rejected ,263,null,null,TIER 3 - High Active,148,194.6,1.3,50,2025-07-08 19:24:22,2026-07-01 17:54:20,102,K323589,IC0150A2B280LOADCART,PACK,Packaging Equipment,A2  RECONCILER FAULT | A2 - Cartoner - Carton Skew | A2 - Cartoner - Glue Dots,HIGH - Multiple per week,2026-07-01T03:58:48.000Z,7,28049065,A2 CELL 14 REJECTS,CM,K323589,IC0150A2B280LOADCART,ASSY,POWER CYCLE THE DSSA CAMERA,UNKNOWN
A2,C10F50 Chass Zone Grd Spot Cure Opn,867,null,null,TIER 3 - High Active,223,194.6,0.9,121,2025-07-11 14:23:53,2026-07-07 19:19:39,184,K334518,IC0150A2UVRAD0511,ASSY,Assembly Equipment,A1 LIT FEEDER 2 PRESENCE AND RE-PHASING D822862M | A2  2D Gantry  R3 Cartridge loader issues. | A2  HIGH KICKOFF RATE FOR THE PLUS SIGN D831045AA,HIGH - Multiple per week,2026-07-07T22:28:34.000Z,1,28126391,A2 CARTRIDGE LOAD G2D CARTRIDGE STICKING IN GRIPPER,CM,K323589,IC0150A2B280LOADCART,ASSY,CLEAN THE 1L GRIPPER ON THE G2D,:
A5,C23 F035 CBI Cnsc Fail Nest3 A066917-500C,1570,null,null,TIER 2 - Critical Active,399,194.2,0.5,76,2025-08-20 06:09:29,2026-07-07 14:48:23,136,K407194,IC0150A5HMODULEH,PACK,Packaging Equipment,A5 - Cartoner - Broken Conveyor Divider | A5 - Cartoner - Carton Forming Issues | A5 - Cartoner - Lit Feeder #2 Adjustments,CRITICAL - Daily or more,2026-07-04T03:44:56.000Z,4,28101318,A5 BROKEN CELL DIVIDER D957016D,CM,K407186,IC0150A5EMODULEE,PACK,REPLACED DIVIDER,UNKNOWN
A1,C10F46 Chass Zone Grd Cart Ld Rght Cls,642,null,null,TIER 3 - High Active,301,193.4,0.6,131,2025-07-20 20:45:32,2026-06-23 06:14:26,240,K291218,IC0150A1HMODULEH,ASSY,Assembly Equipment,A1 - CAP FEEDER PEN ROTATOR ADJUSTMENT | A1 - Cartoner - Glue Issues | A1 - Cartoner - LVC Rejects,HIGH - Multiple per week,2026-06-23T05:54:30.000Z,15,28022990,A1 HIGH REJECTS ON LVC CAMERA,CM,K372060,IC0150A1LVCVIS,VISN,null,null
A2,C23F21 CBI Cnsc Fail 3,1019,null,null,TIER 2 - Critical Active,591,193.3,0.3,190,2025-07-09 15:41:46,2026-07-07 11:24:47,282,K333764,IC0150A2B330CBICAMERA1,ASSY,Assembly Equipment,A2  LABELER HIGH KICKOFF RATE CIRCLE SEARCH FAIL D881100F | A2  TRUNION BROKEN SHAFT | A2 - Cartoner - Carton Critical Sensor Wouldn't Read,CRITICAL - Daily or more,2026-07-07T13:26:27.000Z,1,28124716,"A2 DSSA LOADER, DSSAs LOOSE IN FLIP TRANSFER",CM,K323502,IC0150A2AMODULEA,ASSY,ADJUSTED Y-AXIS,PARTS LOOSE IN FLIP TRANSFER
A1,Guard 5,196,null,null,TIER 4 - Low / Monitor,25,192.3,7.7,18,2025-07-21 21:33:39,2026-05-12 17:56:16,16,K372060,IC0150A1LVCVIS,PACK,Packaging Equipment,A1 CARTON FORMING ALARMS D847820A | A1 CARTONER MAIN MACHINE IMA FLEXA/ carton reject jam/ D810486J | A1 CASEPACKER OPENING SUCTION FAULTS,LOW - Less than weekly,2026-05-12T14:45:45.000Z,57,27560556,INTERTHOR PALLET TABLE MH325,PM,K169156,IC0150MH325,VEHI0004,null,null
A2,Robot working sucking head out of position ,243,null,null,TIER 3 - Medium,81,190.7,2.4,27,2025-08-21 17:04:21,2026-05-07 01:55:47,52,K323693,IC0150A2DROBOT,ASSY,Assembly Equipment,A2 - Cartoner - Robot Dropping Pens | A2 - Cartoner - Robot Jam | A2 - Labeler - Vision Adjustment,MEDIUM - Weekly,2026-05-07T01:27:30.000Z,62,27737849,A2 NCID AUTO SEQUENCE FAILS,CM,K323503,IC0150A2BMODULEB,ASSY,POWER CYCLE CAMERA,KNOWN ISSUE
A5,SEV6 fault guard is open,2672,null,null,TIER 4 - Low / Monitor,41,188.9,4.6,33,2025-07-11 03:07:40,2026-07-03 13:53:20,51,K407194,IC0150A5HMODULEH,PACK,Packaging Equipment,A5 - Cartoner - Lit Feeder 2 | A5 - Case Packer - Carton Infeed Jams | A5 - DSSA Loader - G2D/Flip Transfer Issues,LOW - Less than weekly,2026-07-03T16:05:49.000Z,5,28101105,A5 MODULE B CAP/CARTRIDGE HOLD FEED 2 / UPPER TRACKS CAP JAMS (D957016D),CM,K407085,IC0150A5BKOBER2,PACK0002,"UPPER TRACKS 1 AND 2 TO SPEED TUBE ALIGNMENT; ADJUSTED UPPER TRACKS 1, 2, AND 3 CAP ROTATE REJECT RAIL",OUT OF ADJUSTMENT/ALIGNMENT
A5,C17 F075 Cap Fdr 2 Trk 2 CCH Separated A064698-528,1533,null,null,TIER 3 - High Active,276,188.7,0.7,132,2025-07-08 22:00:58,2026-07-07 17:58:38,222,K407156,IC0150A5CMODULEC,PACK,Packaging Equipment,A1 CARTON NO READ SENSOR NOT WORKING | A2 DELIVERY EJECT CYLINDER NOT IN WORK POSITION | A5  CELL 21 PICK / PLACE ADJUSTMENTS FOR SPOT CURE CRASHES  D799173C,HIGH - Multiple per week,2026-07-07T20:54:33.000Z,1,28126356,A5 STACKER AXIS FAULTS,CM,K407186,IC0150A5EMODULEE,PACK,ADJUST THE WIDTH OF THE CARTON LUG CHAIN TO REMOVE SKEW ON THE CARTONS.,:
A5,C16 F075 Cap Fdr 1 Trk 2 Prt Separated A064697-528,1523,null,null,TIER 3 - High Active,274,187.9,0.7,149,2025-07-08 20:36:16,2026-07-06 05:45:42,294,K407107,IC0150A5B2803DGANTRY,PACK,Packaging Equipment,A2 cartridge load 2D left bank not picking | A2 casepacker not pulling cases | A2: Sentri1: EVS Vision tool alignment: Batch #D918673J,HIGH - Multiple per week,2026-07-03T16:05:49.000Z,5,28101105,A5 MODULE B CAP/CARTRIDGE HOLD FEED 2 / UPPER TRACKS CAP JAMS (D957016D),CM,K407085,IC0150A5BKOBER2,PACK0002,"UPPER TRACKS 1 AND 2 TO SPEED TUBE ALIGNMENT; ADJUSTED UPPER TRACKS 1, 2, AND 3 CAP ROTATE REJECT RAIL",OUT OF ADJUSTMENT/ALIGNMENT
A1,C2P9 Sensor Slide Tray Map,532,null,null,TIER 2 - Critical Active,409,187.7,0.5,132,2025-07-20 14:22:03,2026-06-23 07:53:09,205,K372060,IC0150A1LVCVIS,PACK,Packaging Equipment,A1 - CAP FEEDER PEN ROTATOR ADJUSTMENT | A1 - Cartoner - LVC Vision | A1 - Cartoner - Lit Feeder Actuator,CRITICAL - Daily or more,2026-06-23T05:54:30.000Z,15,28022990,A1 HIGH REJECTS ON LVC CAMERA,CM,K372060,IC0150A1LVCVIS,VISN,null,null
A5,SEV4 fault tape broken message right (204-B2),2698,null,null,TIER 3 - Medium,60,186.8,3.1,27,2025-08-20 23:06:43,2026-06-16 04:02:41,36,K407186,IC0150A5EMODULEE,PACK,Packaging Equipment,A2 cartoner having skew issues | A5 - Labeler - Domino Print Move | A5 - Labeler - HMI E - Position Repair,MEDIUM - Weekly,2026-06-16T00:52:40.000Z,22,27988168,A5 CASEPACKER TAPER ISSUES D923754D,CM,K407194,IC0150A5HMODULEH,PACK,MADE MINOR ADJUSTSMENTS TO TAPER ,UNKNOWN
A5,C14 F027 DSSA Symbol Test Insrt Test Mstr (Chass D3) A064695-501,1557,null,null,TIER 3 - High Active,183,186.2,1.0,106,2025-07-10 00:20:07,2026-07-03 08:36:32,261,K372218,IC0150ZW04UPS,PACK,Packaging Equipment,"A2 DSSA LOADER, DSSA OVERLOADS | A5  LIT FEEDER 1 CAUSING PUSHER FAULTS | A5 - Cartoner - LVC Vision Adjustments",HIGH - Multiple per week,2026-07-03T09:02:08.000Z,5,28100837,"A5, Adhesive Dispensing -- inboard right missing alarms (D957016D)",CM,K407105,IC0150A5B270GLUEDISPCK,ASSY,  Utilized test tool K407410 to check adhesive dot placement.  Adjusted inboard right up and toward target for proper placement.,  Out of adjustment.
A5,C08 F082 Tote Conveyor Zone 10 Error A064693-501J,1630,null,null,TIER 4 - Low / Monitor,25,186.1,7.4,18,2025-09-16 01:40:37,2026-06-30 05:24:22,22,K407081,IC0150A5BMODULEB,PACK,Packaging Equipment,A5 - Labeler - Firing Position | A5 BROKEN TAPE LEFT SIDE | A5 CARTONER MAIN MACHINE/ CARTONS FALLING FROM OUTFEED BELT/D924673C,LOW - Less than weekly,2026-06-30T08:37:07.000Z,8,28047540,A5 MODULE B ST 280 CARTRIDGE LOADER/ CRACKED INFEED ROLLERS / D924673C,CM,K407166,IC0150A5B280CARTLOAD,ASSY,REPLACED THE ROLLERS. ,NORMAL WEAR. 
A1,C10F42 Chass Zone Grd Laser Mark Cls,585,null,null,TIER 3 - Medium,65,184.8,2.8,44,2025-07-22 12:32:52,2026-06-23 05:57:24,57,K291050,IC0150A1BMODULEB,ASSY,Assembly Equipment,A1 - Cartoner - Lit Feeder #2 Faults | A1 - Cartoner - Lit Feeder 1 Reject Faults | A1 - Pallet Modification for DSSA Lead-In (TR 41024614),MEDIUM - Weekly,2026-06-23T05:54:30.000Z,15,28022990,A1 HIGH REJECTS ON LVC CAMERA,CM,K372060,IC0150A1LVCVIS,VISN,null,null
A2,Booklet 3 len error alarm ,230,null,null,TIER 3 - High Active,139,184.2,1.3,63,2025-07-12 10:55:20,2026-07-05 10:36:08,79,K323504,IC0150A2CMODULEC,ASSY,Assembly Equipment,A2  TRUNION BROKEN SHAFT | A2 - Cartoner - Robot Fault | A2 - Case Packer - Case Magazine Fault,HIGH - Multiple per week,2026-07-03T22:43:56.000Z,5,28101259,A2 CAMERA NO READ LVC,CM,K372068,IC0150A2LVC,PACK0010,  STAT TRAINED LINE 2 AND ADJUSTED THE FOCUS ON THE CAMERA,UNKNOWN
